ticker,year_files,rows,split_non1_rows,div_non1_rows,adj_non1_rows,activation_profile
ELN.WD,1,1,0,0,0,neutral_control
ELNK,13,3058,0,0,0,neutral_control
ELOG,2,131,0,0,0,neutral_control
ELON,15,3608,0,0,0,neutral_control
ELOS,13,3155,0,0,0,neutral_control
ELP,21,5279,0,0,0,neutral_control
ELPW,3,320,0,0,0,neutral_control
ELS,22,5327,0,0,0,neutral_control
ELT,4,704,0,0,0,neutral_control
ELTX,4,692,0,0,0,neutral_control
ELUT,4,625,0,0,0,neutral_control
ELV,11,2428,0,0,0,neutral_control
ELVA,4,670,0,0,0,neutral_control
ELVN,4,760,0,0,0,neutral_control
ELVT,7,1483,0,0,0,neutral_control
ELWT,2,83,0,0,0,neutral_control
ELX,11,2601,0,0,0,neutral_control
ELYS,7,1208,0,0,0,neutral_control
EM,9,1800,0,0,0,neutral_control
EMA,5,744,0,0,0,neutral_control
EMAN,14,3378,0,0,0,neutral_control
EMAT,1,42,0,0,0,neutral_control
EMC,16,3645,0,0,0,neutral_control
EMCG,12,1889,0,0,0,neutral_control
EMCI,15,3704,0,0,0,neutral_control
EMD,22,5327,0,0,0,neutral_control
EME,22,5327,0,0,0,neutral_control
EMES,9,1647,0,0,0,neutral_control
EMF,22,5327,0,0,0,neutral_control
EMI,14,3214,0,0,0,neutral_control
EMIS,7,1171,0,0,0,neutral_control
EMITF,21,3521,0,0,0,neutral_control
EMJ,15,3500,0,0,0,neutral_control
EMMA,7,814,0,0,0,neutral_control
EMN,22,5327,0,0,0,neutral_control
EMO,22,4815,0,0,0,neutral_control
EMP,11,2380,0,0,0,neutral_control
EMPD,2,151,0,0,0,neutral_control
EMPG,1,69,0,0,0,neutral_control
EMPW,4,189,0,0,0,neutral_control
EMR,22,5327,0,0,0,neutral_control
EMS,7,1369,0,0,0,neutral_control
EMT,8,1653,0,0,0,neutral_control
EMWP,1,51,0,0,0,neutral_control
EMX,10,2233,0,0,0,neutral_control
EMXX,5,1234,0,0,0,neutral_control
EN,3,747,0,0,0,neutral_control
ENA,7,1553,0,0,0,neutral_control
ENB,22,5327,0,0,0,neutral_control
ENBL,8,1926,0,0,0,neutral_control
ENC,2,362,0,0,0,neutral_control
ENCP,3,283,0,0,0,neutral_control
END,10,2458,0,0,0,neutral_control
ENDP,18,4443,0,0,0,neutral_control
ENER,11,2202,0,0,0,neutral_control
ENFA,1,188,0,0,0,neutral_control
ENFC,6,1301,0,0,0,neutral_control
ENFN,5,876,0,0,0,neutral_control
ENFY,3,303,0,0,0,neutral_control
ENGS,2,234,0,0,0,neutral_control
ENH,13,3080,0,0,0,neutral_control
ENIA,7,1548,0,0,0,neutral_control
ENIC,11,2479,0,0,0,neutral_control
ENJY,2,182,0,0,0,neutral_control
ENL,11,2638,0,0,0,neutral_control
ENLC,12,2742,0,0,0,neutral_control
ENLK,6,1230,0,0,0,neutral_control
ENLT,4,769,0,0,0,neutral_control
ENN,3,709,0,0,0,neutral_control
ENNV,2,208,0,0,0,neutral_control
ENO,12,2595,0,0,0,neutral_control
ENOC,11,2574,0,0,0,neutral_control
ENOV,5,983,0,0,0,neutral_control
ENP,5,1065,0,0,0,neutral_control
ENPC,3,488,0,0,0,neutral_control
ENPH,15,3503,0,0,0,neutral_control
ENR,22,5327,0,0,0,neutral_control
ENRJ,5,943,0,0,0,neutral_control
ENS,22,5327,0,0,0,neutral_control
ENSG,20,4608,0,0,0,neutral_control
ENTA,14,3260,0,0,0,neutral_control
ENTF,3,254,0,0,0,neutral_control
ENTG,22,5327,0,0,0,neutral_control
ENTL,4,776,0,0,0,neutral_control
ENTX,10,1910,0,0,0,neutral_control
ENV,18,4031,0,0,0,neutral_control
ENVA,13,2843,0,0,0,neutral_control
ENVI,6,1112,0,0,0,neutral_control
ENX,21,5237,0,0,0,neutral_control
ENZY,6,1078,0,0,0,neutral_control
EOC,12,2848,0,0,0,neutral_control
EOCA,1,152,0,0,0,neutral_control
EOCC,3,674,0,0,0,neutral_control
EOCW,3,434,0,0,0,neutral_control
EOD,20,4766,0,0,0,neutral_control
EOE,5,954,0,0,0,neutral_control
EOG,22,5327,0,0,0,neutral_control
EOI,22,5327,0,0,0,neutral_control
EOLS,9,2029,0,0,0,neutral_control
EON,3,675,0,0,0,neutral_control
EONR,3,367,0,0,0,neutral_control
EOP,3,530,0,0,0,neutral_control
EOS,22,5310,0,0,0,neutral_control
EOSE,7,1330,0,0,0,neutral_control
EOT,18,4221,0,0,0,neutral_control
EOX,5,892,0,0,0,neutral_control
EP,13,2866,0,0,0,neutral_control
EPAC,8,1612,0,0,0,neutral_control
EPAM,15,3539,0,0,0,neutral_control
EPAY,18,4371,0,0,0,neutral_control
EPB,10,2348,0,0,0,neutral_control
EPC,17,3585,0,0,0,neutral_control
EPD,22,5327,0,0,0,neutral_control
EPE,12,2667,0,0,0,neutral_control
EPHY,3,473,0,0,0,neutral_control
EPL,10,2247,0,0,0,neutral_control
EPOW,5,891,0,0,0,neutral_control
EPR,22,5327,0,0,0,neutral_control
EPRT,9,1937,0,0,0,neutral_control
EPRX,3,478,0,0,0,neutral_control
EPSM,2,238,0,0,0,neutral_control
EPWK,1,221,0,0,0,neutral_control
EPWR,2,370,0,0,0,neutral_control
EPZM,10,2317,0,0,0,neutral_control
EQD,3,465,0,0,0,neutral_control
EQFN,9,986,0,0,0,neutral_control
EQGP,5,924,0,0,0,neutral_control
EQH,9,1966,0,0,0,neutral_control
EQHA,2,317,0,0,0,neutral_control
EQIX,22,5327,0,0,0,neutral_control
EQM,9,2005,0,0,0,neutral_control
EQOS,3,545,0,0,0,neutral_control
EQPT,1,30,0,0,0,neutral_control
EQR,22,5327,0,0,0,neutral_control
EQRX,3,475,0,0,0,neutral_control
EQS,22,5090,0,0,0,neutral_control
EQT,22,5327,0,0,0,neutral_control
EQU,5,1049,0,0,0,neutral_control
EQV,2,272,0,0,0,neutral_control
EQX,8,1627,0,0,0,neutral_control
EQY,13,3061,0,0,0,neutral_control
ERAS,6,1165,0,0,0,neutral_control
ERB,5,1031,0,0,0,neutral_control
ERC,22,5327,0,0,0,neutral_control
ERF,20,4885,0,0,0,neutral_control
ERH,22,5327,0,0,0,neutral_control
ERI,14,2854,0,0,0,neutral_control
ERIE,22,5327,0,0,0,neutral_control
ERII,19,4447,0,0,0,neutral_control
ERJ,21,5242,0,0,0,neutral_control
ERN,4,758,0,0,0,neutral_control
ERO,18,2767,0,0,0,neutral_control
EROS,8,1726,0,0,0,neutral_control
ERS,10,2033,0,0,0,neutral_control
ES,19,4168,0,0,0,neutral_control
ESA.U,6,799,0,0,0,neutral_control
ESAB,5,983,0,0,0,neutral_control
ESAC,4,332,0,0,0,neutral_control
ESBA,14,2937,0,0,0,neutral_control
ESBK,18,3579,0,0,0,neutral_control
ESC,10,2410,0,0,0,neutral_control
ESD,12,3012,0,0,0,neutral_control
ESE,22,5327,0,0,0,neutral_control
ESEAV,1,6,0,0,0,neutral_control
ESF,2,343,0,0,0,neutral_control
ESGC,3,428,0,0,0,neutral_control
ESGR,21,5130,0,0,0,neutral_control
ESHA,4,385,0,0,0,neutral_control
ESI,20,4722,0,0,0,neutral_control
ESIO,15,3545,0,0,0,neutral_control
ESL,15,3572,0,0,0,neutral_control
ESLA,4,609,0,0,0,neutral_control
ESLT,22,5327,0,0,0,neutral_control
ESMC,18,3178,0,0,0,neutral_control
ESMT,4,588,0,0,0,neutral_control
ESNC,10,1029,0,0,0,neutral_control
ESND,5,924,0,0,0,neutral_control
ESNT,14,3104,0,0,0,neutral_control
ESPR,14,3193,0,0,0,neutral_control
ESRT,14,3125,0,0,0,neutral_control
ESRX,14,3517,0,0,0,neutral_control
ESS,22,5327,0,0,0,neutral_control
ESSA,19,4602,0,0,0,neutral_control
EST,5,692,0,0,0,neutral_control
EST.U,3,176,0,0,0,neutral_control
ESTA,9,1918,0,0,0,neutral_control
ESTC,9,1863,0,0,0,neutral_control
ESTE,13,3159,0,0,0,neutral_control
ESTR,4,478,0,0,0,neutral_control
ESXB,9,2179,0,0,0,neutral_control
ET,13,2680,0,0,0,neutral_control
ETAC,3,492,0,0,0,neutral_control
ETAK,6,1237,0,0,0,neutral_control
ETAO,2,306,0,0,0,neutral_control
ETB,22,5248,0,0,0,neutral_control
ETC,5,988,0,0,0,neutral_control
ETF,11,2663,0,0,0,neutral_control
ETFC,15,3445,0,0,0,neutral_control
ETG,22,5327,0,0,0,neutral_control
ETHM,2,132,0,0,0,neutral_control
ETJ,20,4682,0,0,0,neutral_control
ETM,17,4094,0,0,0,neutral_control
ETN,22,5327,0,0,0,neutral_control
ETNB,7,1500,0,0,0,neutral_control
ETO,22,5327,0,0,0,neutral_control
ETON,9,1836,0,0,0,neutral_control
ETOR,2,204,0,0,0,neutral_control
ETP,14,3473,0,0,0,neutral_control
ETQ,8,1400,0,0,0,neutral_control
ETR,22,5327,0,0,0,neutral_control
ETRM,11,2470,0,0,0,neutral_control
ETRN,7,1428,0,0,0,neutral_control
ETSY,12,2739,0,0,0,neutral_control
ETTX,5,951,0,0,0,neutral_control
ETUA,3,274,0,0,0,neutral_control
ETUB,3,208,0,0,0,neutral_control
ETV,22,5205,0,0,0,neutral_control
ETW,22,5141,0,0,0,neutral_control
ETWO,5,1127,0,0,0,neutral_control
ETX,16,3534,0,0,0,neutral_control
ETY,21,4847,0,0,0,neutral_control
EUCR,4,417,0,0,0,neutral_control
EURK,3,201,0,0,0,neutral_control
EURN,10,2383,0,0,0,neutral_control
EUSG,1,189,0,0,0,neutral_control
EV,20,4395,0,0,0,neutral_control
EVAC,5,548,0,0,0,neutral_control
EVAR,4,884,0,0,0,neutral_control
EVBG,9,1959,0,0,0,neutral_control
EVBS,13,2864,0,0,0,neutral_control
EVCM,6,1175,0,0,0,neutral_control
EVDY,3,679,0,0,0,neutral_control
EVE,3,638,0,0,0,neutral_control
EVER,15,3215,0,0,0,neutral_control
EVEX,5,959,0,0,0,neutral_control
EVF,22,5327,0,0,0,neutral_control
EVG,22,5291,0,0,0,neutral_control
EVGO,6,1174,0,0,0,neutral_control
EVGR,4,448,0,0,0,neutral_control
EVH,12,2704,0,0,0,neutral_control
EVHC,6,1300,0,0,0,neutral_control
EVJ,15,3550,0,0,0,neutral_control
EVK,15,3190,0,0,0,neutral_control
EVLV,12,2333,0,0,0,neutral_control
EVM,21,5237,0,0,0,neutral_control
EVMN,2,82,0,0,0,neutral_control
EVN,22,5327,0,0,0,neutral_control
EVO,21,4469,0,0,0,neutral_control
EVOJ,3,360,0,0,0,neutral_control
EVOP,6,1217,0,0,0,neutral_control
EVOX,2,56,0,0,0,neutral_control
EVP,15,3358,0,0,0,neutral_control
EVR,21,4922,0,0,0,neutral_control
EVRG,9,1949,0,0,0,neutral_control
EVRI,11,2477,0,0,0,neutral_control
EVSI,2,357,0,0,0,neutral_control
EVT,22,5327,0,0,0,neutral_control
EVTC,16,3631,0,0,0,neutral_control
EVV,22,5327,0,0,0,neutral_control
EVY,17,4183,0,0,0,neutral_control
EW,22,5327,0,0,0,neutral_control
EWBC,22,5327,0,0,0,neutral_control
EWTX,6,1242,0,0,0,neutral_control
EXA,6,1356,0,0,0,neutral_control
EXAC,14,3303,0,0,0,neutral_control
EXAM,7,1446,0,0,0,neutral_control
EXAR,13,3111,0,0,0,neutral_control
EXAS,22,5326,0,0,0,neutral_control
EXBD,8,1917,0,0,0,neutral_control
EXC,22,5327,0,0,0,neutral_control
EXCVV,1,10,0,0,0,neutral_control
EXD,14,3223,0,0,0,neutral_control
EXE,10,1601,0,0,0,neutral_control
EXE.A,1,116,0,0,0,neutral_control
EXEL,22,5327,0,0,0,neutral_control
EXFO,17,4183,0,0,0,neutral_control
EXFY,6,1083,0,0,0,neutral_control
EXG,20,4789,0,0,0,neutral_control
EXH,9,2067,0,0,0,neutral_control
EXK,20,4807,0,0,0,neutral_control
EXL,6,1328,0,0,0,neutral_control
EXLS,21,4873,0,0,0,neutral_control
EXM,9,2123,0,0,0,neutral_control
EXN,4,592,0,0,0,neutral_control
EXOD,6,579,0,0,0,neutral_control
EXOZ,2,245,0,0,0,neutral_control
EXP,22,5327,0,0,0,neutral_control
EXP.B,2,321,0,0,0,neutral_control
EXPC,3,291,0,0,0,neutral_control
EXPD,22,5327,0,0,0,neutral_control
EXPE,22,5176,0,0,0,neutral_control
EXPI,9,1959,0,0,0,neutral_control
EXPO,22,5327,0,0,0,neutral_control
EXR,22,5327,0,0,0,neutral_control
EXTN,8,1747,0,0,0,neutral_control
EXTR,22,5327,0,0,0,neutral_control
EXX.A,4,897,0,0,0,neutral_control
EXX.B,4,230,0,0,0,neutral_control
EXXI,12,2444,0,0,0,neutral_control
EYE,15,3139,0,0,0,neutral_control
EYES,9,1958,0,0,0,neutral_control
EZPW,22,5327,0,0,0,neutral_control
EZRA,1,29,0,0,0,neutral_control
F,22,5327,0,0,0,neutral_control
FA,11,2180,0,0,0,neutral_control
FAAS,2,367,0,0,0,neutral_control
FAC,14,3291,0,0,0,neutral_control
FACA,2,405,0,0,0,neutral_control
FACT,12,1793,0,0,0,neutral_control
FAF,22,5327,0,0,0,neutral_control
FAII,2,177,0,0,0,neutral_control
FAL,2,283,0,0,0,neutral_control
FAM,20,4963,0,0,0,neutral_control
FANG,15,3367,0,0,0,neutral_control
FARO,21,5168,0,0,0,neutral_control
FAST,22,5327,0,0,0,neutral_control
FATAV,1,2,0,0,0,neutral_control
FATBV,1,2,0,0,0,neutral_control
FATE,14,3125,0,0,0,neutral_control
FATN,2,229,0,0,0,neutral_control
FATP,3,353,0,0,0,neutral_control
FAV,10,2289,0,0,0,neutral_control
FAX,22,5327,0,0,0,neutral_control
FAZE,3,411,0,0,0,neutral_control
FBC,18,4510,0,0,0,neutral_control
FBGL,2,271,0,0,0,neutral_control
FBIN,5,807,0,0,0,neutral_control
FBK,11,2380,0,0,0,neutral_control
FBLA,3,342,0,0,0,neutral_control
FBMS,20,3771,0,0,0,neutral_control
FBN,9,2178,0,0,0,neutral_control
FBNC,22,5327,0,0,0,neutral_control
FBNK,8,1826,0,0,0,neutral_control
FBP,22,5327,0,0,0,neutral_control
FBR,15,3412,0,0,0,neutral_control
FBRC,7,1469,0,0,0,neutral_control
FC,22,5327,0,0,0,neutral_control
FCAC,2,152,0,0,0,neutral_control
FCAU,8,1577,0,0,0,neutral_control
FCAX,3,451,0,0,0,neutral_control
FCB,5,1112,0,0,0,neutral_control
FCCY,18,3634,0,0,0,neutral_control
FCE.A,14,3508,0,0,0,neutral_control
FCE.B,13,2481,0,0,0,neutral_control
FCF,22,5327,0,0,0,neutral_control
FCFP,3,465,0,0,0,neutral_control
FCFS,22,5327,0,0,0,neutral_control
FCH,13,3189,0,0,0,neutral_control
FCHL,2,127,0,0,0,neutral_control
FCL,7,1424,0,0,0,neutral_control
FCM,6,1447,0,0,0,neutral_control
FCN,22,5327,0,0,0,neutral_control
FCNCA,22,5325,0,0,0,neutral_control
FCNCN,1,19,0,0,0,neutral_control
FCO,22,5327,0,0,0,neutral_control
FCPT,12,2594,0,0,0,neutral_control
FCRD,4,655,0,0,0,neutral_control
FCRE,2,158,0,0,0,neutral_control
FCRS,2,75,0,0,0,neutral_control
FCS,12,2948,0,0,0,neutral_control
FCSC,7,1656,0,0,0,neutral_control
FCT,22,5327,0,0,0,neutral_control
FCX,22,5327,0,0,0,neutral_control
FD,3,606,0,0,0,neutral_control
FDC,8,1637,0,0,0,neutral_control
FDEF,16,3883,0,0,0,neutral_control
FDEU,9,2053,0,0,0,neutral_control
FDG,11,2451,0,0,0,neutral_control
FDI,12,2851,0,0,0,neutral_control
FDML,10,2204,0,0,0,neutral_control
FDMT,7,1313,0,0,0,neutral_control
FDO,11,2644,0,0,0,neutral_control
FDP,22,5327,0,0,0,neutral_control
FDS,22,5327,0,0,0,neutral_control
FDSB,3,399,0,0,0,neutral_control
FDT,20,4625,0,0,0,neutral_control
FDX,22,5327,0,0,0,neutral_control
FE,22,5327,0,0,0,neutral_control
FEAC,4,485,0,0,0,neutral_control
FEBO,4,562,0,0,0,neutral_control
FED,5,1048,0,0,0,neutral_control
FEED,7,1144,0,0,0,neutral_control
FELE,22,5327,0,0,0,neutral_control
FEMY,6,1182,0,0,0,neutral_control
FEN,20,4867,0,0,0,neutral_control
FENC,10,2131,0,0,0,neutral_control
FENG,16,3724,0,0,0,neutral_control
FENX,3,536,0,0,0,neutral_control
FEO,17,4094,0,0,0,neutral_control
FEP,22,4720,0,0,0,neutral_control
FER,3,457,0,0,0,neutral_control
FERA,2,151,0,0,0,neutral_control
FERG,6,1256,0,0,0,neutral_control
FES,6,1324,0,0,0,neutral_control
FEV,5,1086,0,0,0,neutral_control
FEXD,3,347,0,0,0,neutral_control
FEYE,9,2024,0,0,0,neutral_control
FFA,22,5327,0,0,0,neutral_control
FFAI,2,250,0,0,0,neutral_control
FFBC,22,5327,0,0,0,neutral_control
FFBW,10,1707,0,0,0,neutral_control
FFC,22,5327,0,0,0,neutral_control
FFD,5,1024,0,0,0,neutral_control
FFG,17,4127,0,0,0,neutral_control
FFH,5,1244,0,0,0,neutral_control
FFHL,17,3899,0,0,0,neutral_control
FFI,9,1786,0,0,0,neutral_control
FFIN,22,5327,0,0,0,neutral_control
FFIV,22,5327,0,0,0,neutral_control
FFKT,14,3419,0,0,0,neutral_control
FG,9,1444,0,0,0,neutral_control
FGB,19,4552,0,0,0,neutral_control
FGH,3,295,0,0,0,neutral_control
FGII,1,7,0,0,0,neutral_control
FGMC,4,489,0,0,0,neutral_control
FGNA,2,164,0,0,0,neutral_control
FH,3,420,0,0,0,neutral_control
FHB,11,2410,0,0,0,neutral_control
FHC,5,802,0,0,0,neutral_control
FHCO,9,2055,0,0,0,neutral_control
FHI,14,3089,0,0,0,neutral_control
FHLT,4,262,0,0,0,neutral_control
FHN,22,5327,0,0,0,neutral_control
FHO,5,1139,0,0,0,neutral_control
FHR,2,342,0,0,0,neutral_control
FHTX,7,1347,0,0,0,neutral_control
FHY,13,3081,0,0,0,neutral_control
FI,12,2662,0,0,0,neutral_control
FIA,6,751,0,0,0,neutral_control
FIBK,17,4013,0,0,0,neutral_control
FICO,18,4163,0,0,0,neutral_control
FICV,4,355,0,0,0,neutral_control
FIEE,10,1682,0,0,0,neutral_control
FIF,20,4461,0,0,0,neutral_control
FIG,16,3649,0,0,0,neutral_control
FIGR,2,122,0,0,0,neutral_control
FIGS,6,1199,0,0,0,neutral_control
FIGX,2,92,0,0,0,neutral_control
FIHL,4,674,0,0,0,neutral_control
FIII,2,193,0,0,0,neutral_control
FINL,14,3387,0,0,0,neutral_control
FINM,3,420,0,0,0,neutral_control
FINS,8,1703,0,0,0,neutral_control
FINW,6,1074,0,0,0,neutral_control
FIO,8,1736,0,0,0,neutral_control
FIS,21,5055,0,0,0,neutral_control
FISK,14,1516,0,0,0,neutral_control
FISV,21,4717,0,0,0,neutral_control
FIT,11,1793,0,0,0,neutral_control
FITB,22,5327,0,0,0,neutral_control
FITBM,1,24,0,0,0,neutral_control
FITBO,8,1615,0,0,0,neutral_control
FIV,6,1250,0,0,0,neutral_control
FIVE,15,3427,0,0,0,neutral_control
FIVN,13,2998,0,0,0,neutral_control
FIX,22,5327,0,0,0,neutral_control
FIZZ,20,4714,0,0,0,neutral_control
FJC,2,467,0,0,0,neutral_control
FJET,2,53,0,0,0,neutral_control
FL,21,5202,0,0,0,neutral_control
FLA,3,645,0,0,0,neutral_control
FLAC,2,341,0,0,0,neutral_control
FLC,22,5327,0,0,0,neutral_control
FLD,3,359,0,0,0,neutral_control
FLDM,12,2807,0,0,0,neutral_control
FLE,5,1008,0,0,0,neutral_control
FLEX,22,5327,0,0,0,neutral_control
FLF,2,54,0,0,0,neutral_control
FLG,5,690,0,0,0,neutral_control
FLGT,11,2364,0,0,0,neutral_control
FLI,4,932,0,0,0,neutral_control
FLIR,17,4119,0,0,0,neutral_control
FLL,22,5147,0,0,0,neutral_control
FLLC,2,56,0,0,0,neutral_control
FLMN,5,951,0,0,0,neutral_control
FLNA,1,13,0,0,0,neutral_control
FLNC,6,1092,0,0,0,neutral_control
FLNG,8,1688,0,0,0,neutral_control
FLO,22,5327,0,0,0,neutral_control
FLOW,22,4525,0,0,0,neutral_control
FLR,22,5327,0,0,0,neutral_control
FLS,22,5327,0,0,0,neutral_control
FLT,19,4266,0,0,0,neutral_control
FLTX,5,1028,0,0,0,neutral_control
FLUT,3,528,0,0,0,neutral_control
FLUX,7,1396,0,0,0,neutral_control
FLWS,22,5327,0,0,0,neutral_control
FLY,17,3632,0,0,0,neutral_control
FLYA,2,178,0,0,0,neutral_control
FLYW,6,1200,0,0,0,neutral_control
FLYY,1,86,0,0,0,neutral_control
FMAC,3,335,0,0,0,neutral_control
FMBI,18,4311,0,0,0,neutral_control
FMC,22,5327,0,0,0,neutral_control
FMCI,4,572,0,0,0,neutral_control
FMD,12,2930,0,0,0,neutral_control
FMFC,11,2246,0,0,0,neutral_control
FMI,7,1367,0,0,0,neutral_control
FMIV,3,389,0,0,0,neutral_control
FMN,22,5326,0,0,0,neutral_control
FMO,18,4323,0,0,0,neutral_control
FMP,4,879,0,0,0,neutral_control
FMR,6,1086,0,0,0,neutral_control
FMS,22,5327,0,0,0,neutral_control
FMSA,5,921,0,0,0,neutral_control
FMST,4,636,0,0,0,neutral_control
FMT,4,827,0,0,0,neutral_control
FMTO,1,100,0,0,0,neutral_control
FMTX,3,585,0,0,0,neutral_control
FMX,22,5327,0,0,0,neutral_control
FMY,22,5196,0,0,0,neutral_control
FN,17,3948,0,0,0,neutral_control
FNA,8,1404,0,0,0,neutral_control
FNB,22,5327,0,0,0,neutral_control
FNBC,3,592,0,0,0,neutral_control
FNBG,2,310,0,0,0,neutral_control
FNCX,2,259,0,0,0,neutral_control
FND,10,2227,0,0,0,neutral_control
FNF,22,5327,0,0,0,neutral_control
FNFV,4,855,0,0,0,neutral_control
FNGN,9,2101,0,0,0,neutral_control
FNGR,6,1051,0,0,0,neutral_control
FNJN,7,1561,0,0,0,neutral_control
FNKO,10,2095,0,0,0,neutral_control
FNM,6,1387,0,0,0,neutral_control
FNP,3,447,0,0,0,neutral_control
FNSR,15,3686,0,0,0,neutral_control
FNT,2,338,0,0,0,neutral_control
FNTE,2,226,0,0,0,neutral_control
FNUC,1,10,0,0,0,neutral_control
FNV,16,3644,0,0,0,neutral_control
FNVT,4,413,0,0,0,neutral_control
FO,7,1701,0,0,0,neutral_control
FOB,1,194,0,0,0,neutral_control
FOCS,6,1283,0,0,0,neutral_control
FOE,18,4356,0,0,0,neutral_control
FOF,21,4851,0,0,0,neutral_control
FOFO,2,121,0,0,0,neutral_control
FOGO,4,703,0,0,0,neutral_control
FOH,6,1241,0,0,0,neutral_control
FOLD,20,4722,0,0,0,neutral_control
FOMX,7,1376,0,0,0,neutral_control
FON,1,155,0,0,0,neutral_control
FOR,20,4572,0,0,0,neutral_control
FORA,6,1259,0,0,0,neutral_control
FORE,1,168,0,0,0,neutral_control
FORG,6,1164,0,0,0,neutral_control
FORK,6,1223,0,0,0,neutral_control
FORL,3,346,0,0,0,neutral_control
FORM,22,5327,0,0,0,neutral_control
FORW,6,1040,0,0,0,neutral_control
FOSL,22,5327,0,0,0,neutral_control
FOUN,2,171,0,0,0,neutral_control
FOUR,7,1445,0,0,0,neutral_control
FOX,15,3244,0,0,0,neutral_control
FOXA,14,3190,0,0,0,neutral_control
FOXF,14,3163,0,0,0,neutral_control
FOXW,3,324,0,0,0,neutral_control
FOXX,5,554,0,0,0,neutral_control
FPAC,6,1013,0,0,0,neutral_control
FPAY,10,2224,0,0,0,neutral_control
FPB,5,868,0,0,0,neutral_control
FPF,14,3215,0,0,0,neutral_control
FPH,10,2218,0,0,0,neutral_control
FPL,17,3921,0,0,0,neutral_control
FPO,13,3209,0,0,0,neutral_control
FPP,13,3064,0,0,0,neutral_control
FPRX,9,1907,0,0,0,neutral_control
FPS,1,21,0,0,0,neutral_control
FPT,13,3243,0,0,0,neutral_control
FPU,5,1188,0,0,0,neutral_control
FR,22,5327,0,0,0,neutral_control
FRA,22,5327,0,0,0,neutral_control
FRAC,3,700,0,0,0,neutral_control
FRB,8,1956,0,0,0,neutral_control
FRBA,14,3030,0,0,0,neutral_control
FRBK,20,4928,0,0,0,neutral_control
FRBN,2,243,0,0,0,neutral_control
FRE,6,1387,0,0,0,neutral_control
FREY,5,916,0,0,0,neutral_control
FRF,5,997,0,0,0,neutral_control
FRG,12,2399,0,0,0,neutral_control
FRGI,12,2888,0,0,0,neutral_control
FRHC,8,1606,0,0,0,neutral_control
FRK,3,723,0,0,0,neutral_control
FRLA,5,409,0,0,0,neutral_control
FRM,10,2211,0,0,0,neutral_control
FRME,22,5327,0,0,0,neutral_control
FRMEP,8,1094,0,0,0,neutral_control
FRMI,2,108,0,0,0,neutral_control
FRMM,1,5,0,0,0,neutral_control
FRO,22,5327,0,0,0,neutral_control
FROG,7,1374,0,0,0,neutral_control
FRON,3,421,0,0,0,neutral_control
FRP,12,2810,0,0,0,neutral_control
FRPT,18,4089,0,0,0,neutral_control
FRS,11,2615,0,0,0,neutral_control
FRSG,3,412,0,0,0,neutral_control
FRSH,14,2675,0,0,0,neutral_control
FRT,22,5327,0,0,0,neutral_control
FRTA,7,1361,0,0,0,neutral_control
FRTX,4,592,0,0,0,neutral_control
FRW,2,262,0,0,0,neutral_control
FRX,11,2501,0,0,0,neutral_control
FRXB,3,558,0,0,0,neutral_control
FRZ,7,1609,0,0,0,neutral_control
FRZA,3,586,0,0,0,neutral_control
FS,3,582,0,0,0,neutral_control
FSAC,3,208,0,0,0,neutral_control
FSBK,13,3168,0,0,0,neutral_control
FSC,10,2355,0,0,0,neutral_control
FSCO,5,829,0,0,0,neutral_control
FSCT,4,704,0,0,0,neutral_control
FSD,15,3475,0,0,0,neutral_control
FSDC,2,118,0,0,0,neutral_control
FSEA,8,1447,0,0,0,neutral_control
FSFG,19,3727,0,0,0,neutral_control
FSFR,5,1076,0,0,0,neutral_control
FSH,2,469,0,0,0,neutral_control
FSHP,3,225,0,0,0,neutral_control
FSII,9,2166,0,0,0,neutral_control
FSK,9,1811,0,0,0,neutral_control
FSKR,2,252,0,0,0,neutral_control
FSL,7,1625,0,0,0,neutral_control
FSL.B,2,484,0,0,0,neutral_control
FSLR,21,4853,0,0,0,neutral_control
FSLY,8,1710,0,0,0,neutral_control
FSM,18,3783,0,0,0,neutral_control
FSN,5,1036,0,0,0,neutral_control
FSNB,3,558,0,0,0,neutral_control
FSR,11,2283,0,0,0,neutral_control
FSRD,1,198,0,0,0,neutral_control
FSRV,14,2959,0,0,0,neutral_control
FSRX,3,493,0,0,0,neutral_control
FSS,22,5327,0,0,0,neutral_control
FSSI,2,380,0,0,0,neutral_control
FSSL,2,77,0,0,0,neutral_control
FST,13,2978,0,0,0,neutral_control
FSTX,4,575,0,0,0,neutral_control
FSUN,5,760,0,0,0,neutral_control
FSV,12,2707,0,0,0,neutral_control
FT,22,5327,0,0,0,neutral_control
FTAA,3,369,0,0,0,neutral_control
FTAC,2,344,0,0,0,neutral_control
FTAI,12,2718,0,0,0,neutral_control
FTAIV,1,4,0,0,0,neutral_control
FTCH,6,1318,0,0,0,neutral_control
FTCV,2,474,0,0,0,neutral_control
FTD,11,2314,0,0,0,neutral_control
FTDR,9,1867,0,0,0,neutral_control
FTE,9,2137,0,0,0,neutral_control
FTEK,22,5327,0,0,0,neutral_control
FTEV,3,430,0,0,0,neutral_control
FTF,22,5327,0,0,0,neutral_control
FTHM,7,1406,0,0,0,neutral_control
FTHY,7,1430,0,0,0,neutral_control
FTI,22,5327,0,0,0,neutral_control
FTII,4,420,0,0,0,neutral_control
FTIV,2,148,0,0,0,neutral_control
